theta,branch,weighted_kernel,K_tail,phi_abs
4.718524903536232,0,1.9832021068380575e-85,,
4.724660826687775,1,8.034505517949296e-99,5.0128133826766734e-99,1.6027936618815721
4.724660826687775,2,1.1534532076033237e-81,5.614878834216496e-82,2.054279783517853
4.724660826687775,0,1.1534532076033237e-81,,
4.7307967498393175,1,6.018609494022268e-102,4.554057179452501e-102,1.3215928691404437
4.7307967498393175,2,1.1431479086669138e-78,6.180043491723388e-79,1.8497408799758002
4.7307967498393175,0,1.1431479086669138e-78,,
4.73693267299086,1,1.4975916004097726e-104,1.3274030763452816e-104,1.1282116390245744
4.73693267299086,2,3.5968993949402767e-76,2.1174909204256188e-76,1.6986610711026306
4.73693267299086,0,3.5968993949402767e-76,,
4.743068596142403,1,8.397244320436545e-107,8.491789704194523e-107,0.9888662594045072
4.743068596142403,2,5.2335688203470885e-74,3.3011475208246514e-74,1.585378656158845
4.743068596142403,0,5.2335688203470885e-74,,
4.749204519293945,1,8.4278028425828745e-109,9.536690308597606e-109,0.8837240772078929
4.749204519293945,2,4.3842246636199114e-72,2.92742580060107e-72,1.4976381853025025
4.749204519293945,0,4.3842246636199114e-72,,
4.755340442445488,1,1.3117900772050853e-110,1.6369189782786205e-110,0.8013775236356293
4.755340442445488,2,2.4213043449570455e-70,1.6960644102006117e-70,1.4276016467267607
4.755340442445488,0,2.4213043449570455e-70,,
4.76147636559703,1,2.880875808163684e-112,3.9197583546363775e-112,0.7349626042013839
4.76147636559703,2,9.637440259727096e-69,7.033230659395676e-69,1.370272173123238
4.76147636559703,0,9.637440259727096e-69,,
4.767612288748573,1,8.360195226888541e-114,1.229198323126343e-113,0.6801339596384431
4.767612288748573,2,2.9406387407404553e-67,2.223770736014911e-67,1.3223659674603874
4.767612288748573,0,2.9406387407404553e-67,,
4.773748211900116,1,3.057391310310657e-115,4.822290528934801e-115,0.6340122586902714
4.773748211900116,2,7.19240489747369e-66,5.611839094362898e-66,1.281648453659064
4.773748211900116,0,7.19240489747369e-66,,
4.779884135051658,1,1.3599633427065203e-116,2.2871377409706727e-116,0.5946136598355222
4.779884135051658,2,1.4580319420078928e-64,1.169655028498507e-64,1.2465486887014685
4.779884135051658,0,1.4580319420078928e-64,,
4.7860200582032,1,7.159708437052109e-118,1.277321068421609e-117,0.5605253537311015
4.7860200582032,2,2.5135721639355906e-63,2.0672014680110334e-63,1.2159299433712354
4.7860200582032,0,2.5135721639355906e-63,,
4.792155981354743,1,4.3663780720728046e-119,8.227388383728207e-119,0.5307125260682295
4.792155981354743,2,3.7605758304894823e-62,3.1629420030642662e-62,1.188948715103289
4.792155981354743,0,3.7605758304894823e-62,,
4.798291904506286,1,3.03183109566057e-120,6.010781907550272e-120,0.5043987857639989
4.798291904506286,2,4.9629443997572514e-61,4.260165296832067e-61,1.1649652194124447
4.798291904506286,0,4.9629443997572514e-61,,
4.804427827657828,1,2.3632873486210643e-121,4.9133873063208974e-121,0.4809894277173671
4.804427827657828,2,5.855189928530187e-60,5.12047896053507e-60,1.143484813365651
4.804427827657828,0,5.855189928530187e-60,,
4.810563750809371,1,2.0439591271927802e-122,4.4431901288945615e-122,0.46002063110031816
4.810563750809371,2,6.244086363122486e-59,5.554650910723572e-59,1.1241185924155774
4.810563750809371,0,6.244086363122486e-59,,
4.816699673960914,1,1.942235063476857e-123,4.402914185238744e-123,0.4411248963217168
4.816699673960914,2,6.075285194485938e-58,5.490263464460472e-58,1.1065562215388065
4.816699673960914,0,6.075285194485938e-58,,
4.822835597112456,1,2.010842090836184e-124,4.742474296249577e-124,0.42400695612127814
4.822835597112456,2,5.435902129840063e-57,4.984565739813757e-57,1.090546782525366
4.822835597112456,0,5.435902129840063e-57,,
4.828971520263998,1,2.2521064232031464e-125,5.514102884427108e-125,0.4084266235879512
4.828971520263998,2,4.50333908637347e-56,4.185706725952393e-56,1.0758850013192944
4.828971520263998,0,4.50333908637347e-56,,
4.835107443415541,1,2.7116984076216757e-126,6.8792297042868e-126,0.39418634413848364
4.835107443415541,2,3.474651044534335e-55,3.270564036618431e-55,1.0624011655576444
4.835107443415541,0,3.474651044534335e-55,,
4.841243366567084,1,3.4912904819292346e-127,9.160558645086454e-127,0.3811220054578107
4.841243366567084,2,2.5097568718912083e-54,2.390350216962936e-54,1.049953623565665
4.841243366567084,0,2.5097568718912083e-54,,
4.847379289718626,1,4.783641116549552e-128,1.2960423585530636e-127,0.3690960472842984
4.847379289718626,2,1.704733072456215e-53,1.6416555417017294e-53,1.0384231217525084
4.847379289718626,0,1.704733072456215e-53,,
4.853515212870169,1,6.945988003751861e-129,1.9402622626014035e-128,0.3579922228884171
4.853515212870169,2,1.0932497854676742e-52,1.06377422636176e-52,1.0277084726960573
4.853515212870169,0,1.0932497854676742e-52,,
4.859651136021712,1,1.0648512036285382e-129,3.062455521854504e-129,0.34771156545114673
4.859651136021712,2,6.642985765370791e-52,6.527301097222645e-52,1.0177232008183856
4.859651136021712,0,6.642985765370791e-52,,
4.865787059173254,1,1.717796233472021e-130,5.0796938327516405e-130,0.33816924602747184
4.865787059173254,2,3.836787466736333e-51,3.804853649400738e-51,1.0083929160693539
4.865787059173254,0,3.836787466736333e-51,,
4.871922982324796,1,2.9072189125342723e-131,8.828693167236787e-131,0.32929209991382863
4.871922982324796,2,2.1123816568058242e-50,2.1131144076296876e-50,0.9996532365586938
4.871922982324796,0,2.1123816568058242e-50,,
4.8780589054763395,1,5.14789508203191e-132,1.6036224038202319e-131,0.3210166601419592
4.8780589054763395,2,1.1114660727391424e-49,1.1210531738578195e-49,0.991448129899418
4.8780589054763395,0,1.1114660727391424e-49,,
4.884194828627882,1,9.513934101461978e-133,3.0368053854342857e-132,0.31328758000412377
4.884194828627882,2,5.60213108228989e-49,5.694793473925932e-49,0.9837285773293967
4.884194828627882,0,5.60213108228989e-49,,
4.890330751779424,1,1.8310399264157777e-133,5.982688756820396e-133,0.30605635707328954
4.890330751779424,2,2.710603502828222e-48,2.775973546098709e-48,0.9764514891136636
4.890330751779424,0,2.710603502828222e-48,,
4.896466674930966,1,3.662314902621253e-134,1.2237073362678267e-133,0.2992802930961346
4.896466674930966,2,1.2614685121184205e-47,1.3010479287844425e-47,0.9695788173591724
4.896466674930966,0,1.2614685121184205e-47,,
4.90260259808251,1,7.598378679921199e-135,2.5939970425935743e-134,0.29292164004643806
4.90260259808251,2,5.656601853924588e-47,5.873468975326982e-47,0.9630768252435827
4.90260259808251,0,5.656601853924588e-47,,
4.908738521234052,1,1.6324745120051407e-135,5.689117200350985e-135,0.2869468943097932
4.908738521234052,2,2.448002393342161e-46,2.5582221643823627e-46,0.9569154811592321
4.908738521234052,0,2.448002393342161e-46,,
4.914874444385594,1,3.6261293222170686e-136,1.2889411643615387e-135,0.2813262096422553
4.914874444385594,2,1.0239940920933066e-45,1.0766781579360289e-45,0.9510679533578386
4.914874444385594,0,1.0239940920933066e-45,,
4.9210103675371375,1,8.315239553903372e-137,3.0124088004601632e-136,0.27603290604625674
4.9210103675371375,2,4.145862502971641e-45,4.384788830717106e-45,0.9455101860158702
4.9210103675371375,0,4.145862502971641e-45,,
4.92714629068868,1,1.9658509300908966e-137,7.252910126391495e-137,0.27104305662601075
4.92714629068868,2,1.6267539916218132e-44,1.7301834191918138e-44,0.9402205416936006
4.92714629068868,0,1.6267539916218132e-44,,
4.933282213840222,1,4.785444452112068e-138,1.7967754775988809e-137,0.26633513823925803
4.933282213840222,2,6.193496483782196e-44,6.622788988917976e-44,0.9351794982666484
4.933282213840222,0,6.193496483782196e-44,,
4.9394181369917645,1,1.1980613087399864e-138,4.5746783864321356e-138,0.26188973465178905
4.9394181369917645,2,2.2905413258677966e-43,2.461969781571574e-43,0.9303693908077345
4.9394181369917645,0,2.2905413258677966e-43,,
4.945554060143308,1,3.0813715382312014e-139,1.1957701541395202e-138,0.25768928314225786
4.945554060143308,2,8.237149421414006e-43,8.897579456845854e-43,0.9257741907633419
4.945554060143308,0,8.237149421414006e-43,,
4.95168998329485,1,8.133385389824513e-140,3.2056810970262825e-139,0.25371785725565044
4.95168998329485,2,2.88317420874055e-42,3.1291935448773173e-42,0.9213793162332462
4.95168998329485,0,2.88317420874055e-42,,
4.957825906446392,1,2.2011157160059735e-140,8.8058372868193e-140,0.24996097978106338
4.957825906446392,2,9.831309875770649e-42,1.0719162354479864e-41,0.9171714683155111
4.957825906446392,0,9.831309875770649e-42,,
4.963961829597935,1,6.101914074158474e-141,2.476371281068113e-140,0.2464054611199733
4.963961829597935,2,3.268625295616413e-41,3.5795504554593767e-41,0.9131384893964117
4.963961829597935,0,3.268625295616413e-41,,
4.970097752749478,1,1.7312974345717056e-141,7.123529923212772e-141,0.24303925907998095
4.970097752749478,2,1.0604158389663553e-40,1.1662286507894857e-40,0.909269239997234
4.970097752749478,0,1.0604158389663553e-40,,
4.97623367590102,1,5.023560314041638e-142,2.0944473195963068e-141,0.2398513568252412
4.97623367590102,2,3.3594479267616663e-40,3.709828252826862e-40,0.9055534913784193
4.97623367590102,0,3.3594479267616663e-40,,
4.9823695990525625,1,1.4895576882206129e-142,6.289521053240307e-142,0.23683165627583133
4.9823695990525625,2,1.0400267932767729e-39,1.153046277504785e-39,0.9019818315769697
4.9823695990525625,0,1.0400267932767729e-39,,
4.988505522204106,1,4.510224146211118e-143,1.927686067409622e-142,0.233970884702811
4.988505522204106,2,3.1484207938571113e-39,3.5039077077857025e-39,0.8985455829391005
4.988505522204106,0,3.1484207938571113e-39,,
4.994641445355648,1,1.3936053019600085e-143,6.026127357742463e-143,0.23126051263577804
4.994641445355648,2,9.325737485001332e-39,1.0417063082239003e-38,0.8952367295251988
4.994641445355648,0,9.325737485001332e-39,,
5.00077736850719,1,4.391402609878953e-144,1.9202200004951003e-143,0.2286926815024682
5.00077736850719,2,2.704402637004054e-38,3.0316788811731786e-38,0.8920478530224555
5.00077736850719,0,2.704402637004054e-38,,
5.006913291658733,1,1.4103387920736412e-144,6.233262271199646e-144,0.22626013966875952
5.006913291658733,2,7.682436775201903e-38,8.641932612388376e-38,0.8889720760132962
5.006913291658733,0,7.682436775201903e-38,,
5.013049214810276,1,4.613688203379293e-145,2.060085184908061e-144,0.22395618575283313
5.013049214810276,2,2.1389222472944377e-37,2.4141252560469215e-37,0.8860030116237121
5.013049214810276,0,2.1389222472944377e-37,,
5.019185137961818,1,1.5365173264670406e-145,6.928283040411059e-145,0.22177461825749517
5.019185137961818,2,5.839508553839338e-37,6.612251143621098e-37,0.8831347187217424
5.019185137961818,0,5.839508553839338e-37,,
5.0253210611133605,1,5.206693943013954e-146,2.3698062321577826e-145,0.21970969070636193
5.0253210611133605,2,1.5640431323659875e-36,1.7765915986016583e-36,0.8803616619582316
5.0253210611133605,0,1.5640431323659875e-36,,
5.031456984264903,1,1.7943338199065848e-146,8.240109250783956e-146,0.21775607158799182
5.031456984264903,2,4.1115705445052745e-36,4.68459660320975e-36,0.8776786760439832
5.031456984264903,0,4.1115705445052745e-36,,
5.037592907416446,1,6.285673958024414e-147,2.9112633251806225e-146,0.21590880851131647
5.037592907416446,2,1.0613024289770192e-35,1.2128048824436787e-35,0.8750809337431118
5.037592907416446,0,1.0613024289770192e-35,,
5.043728830567988,1,2.2372142943056895e-147,1.0446301189194644e-146,0.21416329605925974
5.043728830567988,2,2.691037308964718e-35,3.0840575184471417e-35,0.8725639171346214
5.043728830567988,0,2.691037308964718e-35,,
5.049864753719531,1,8.086832619791503e-148,3.805295261320302e-147,0.21251524689796764
5.049864753719531,2,6.705292404876987e-35,7.706139690544641e-35,0.870123391755319
5.049864753719531,0,6.705292404876987e-35,,
5.056000676871074,1,2.9674279952544677e-148,1.406626199524268e-147,0.21096066575882597
5.056000676871074,2,1.642455168218382e-34,1.8927628682556576e-34,0.8677553832890036
5.056000676871074,0,1.642455168218382e-34,,
5.062136600022616,1,1.1049324647986162e-148,5.274245726514651e-148,0.20949582596121896
5.062136600022616,2,3.956398589189768e-34,4.571460448256184e-34,0.865456156510982
5.062136600022616,0,3.956398589189768e-34,,
5.0682725231741586,1,4.173253445336492e-149,2.005241507701182e-148,0.2081172481872634
5.0682725231741586,2,9.375256886376086e-34,1.0860769020156106e-33,0.8632221962346209
5.0682725231741586,0,9.375256886376086e-34,,
5.074408446325701,1,1.5982077408247433e-149,7.72746711618068e-149,0.2068216812567507
5.074408446325701,2,2.1861616197694674e-33,2.538947955717592e-33,0.8610501900388835
5.074408446325701,0,2.1861616197694674e-33,,
5.080544369477244,1,6.203731316923068e-150,3.017289749236076e-149,0.20560608468224642
5.080544369477244,2,5.0179973778842535e-33,5.8421016958989013e-33,0.8589370125834747
5.080544369477244,0,5.0179973778842535e-33,,
5.086680292628786,1,2.4399523681565376e-150,1.1933197314751464e-149,0.20446761281155898
5.086680292628786,2,1.134109386948625e-32,1.3235339475740159e-32,0.8568797113420488
5.086680292628786,0,1.134109386948625e-32,,
5.092816215780329,1,9.720101824608663e-151,4.7787265348565935e-150,0.20340360038828537
5.092816215780329,2,2.52451272793175e-32,2.953076496891276e-32,0.8548754936044908
5.092816215780329,0,2.52451272793175e-32,,
5.098952138931871,1,3.920835982510265e-151,1.9370613952080052e-150,0.20241154938144013
5.098952138931871,2,5.536238939222021e-32,6.490910999619165e-32,0.8529217146170766
5.098952138931871,0,5.536238939222021e-32,,
5.105088062083414,1,1.6009093300206506e-151,7.945388585905662e-151,0.20148911695275754
5.105088062083414,2,1.1964053067591304e-31,1.4058554646408004e-31,0.8510158667447474
5.105088062083414,0,1.1964053067591304e-31,,
5.111223985234957,1,6.614560974364764e-152,3.296827821294434e-151,0.2006341044455178
5.111223985234957,2,2.548443511492052e-31,3.001150322588259e-31,0.8491555695531496
5.111223985234957,0,2.548443511492052e-31,,
5.117359908386499,1,2.7647223545218804e-152,1.3834371642469524e-151,0.19984444729203182
5.117359908386499,2,5.351892405906333e-31,6.316120443474356e-31,0.847338560719779
5.117359908386499,0,5.351892405906333e-31,,
5.123495831538042,1,1.1686700728632053e-152,5.869227620197243e-152,0.1991182057484986
5.123495831538042,2,1.108341835907919e-30,1.310774295080183e-30,0.8455626876937797
5.123495831538042,0,1.108341835907919e-30,,
5.129631754689584,1,4.994584637390627e-153,2.5167523971834547e-152,0.19845355637607262
5.129631754689584,2,2.2639581570733455e-30,2.6829683196321953e-30,0.8438259000328817
5.129631754689584,0,2.2639581570733455e-30,,
5.135767677841127,1,2.1575173208296338e-153,1.0904880359001863e-152,0.19784878419584181
5.135767677841127,2,4.562279888322801e-30,5.417572400511994e-30,0.8421262423537962
5.135767677841127,0,4.562279888322801e-30,,
5.141903600992669,1,9.417597144612894e-154,4.7731822266018236e-153,0.19730227545319537
5.141903600992669,2,9.07196283321297e-30,1.0794020997545417e-29,0.8404618478392764
5.141903600992669,0,9.07196283321297e-30,,
5.148039524144212,1,4.152820098673502e-154,2.110038675370719e-153,0.19681251093389937
5.148039524144212,2,1.7803686449976067e-29,2.122440382854919e-29,0.8388309322511157
5.148039524144212,0,1.7803686449976067e-29,,
5.154175447295755,1,1.849491176019848e-154,9.418013285647606e-154,0.19637805978022388
5.154175447295755,2,3.448960537237733e-29,4.119481110259367e-29,0.8372317884037058
5.154175447295755,0,3.448960537237733e-29,,
5.160311370447297,1,8.316852032631151e-155,4.243344380773813e-154,0.195997573760782
5.160311370447297,2,6.596496020374033e-29,7.893729587940191e-29,0.8356627810575076
5.160311370447297,0,6.596496020374033e-29,,
5.166447293598839,1,3.7753480648474676e-155,1.9294487003440537e-154,0.19566978195244364
5.166447293598839,2,1.2458317730236444e-28,1.493583986425501e-28,0.8341223421959777
5.166447293598839,0,1.2458317730236444e-28,,
5.1725832167503825,1,1.7295862969453575e-155,8.851811460815995e-155,0.1953934857968515
5.1725832167503825,2,2.3237956445794256e-28,2.790980805695916e-28,0.8326089666532119
5.1725832167503825,0,2.3237956445794256e-28,,
5.178719139901925,1,7.994892089268234e-156,4.096424792451791e-155,0.19516755449776324
5.178719139901925,2,4.2815165732295395e-28,5.151494790042316e-28,0.8311212080628679
5.178719139901925,0,4.2815165732295395e-28,,
5.184855063053467,1,3.7279312278232554e-156,1.9118486203824564e-155,0.19499092072872903
5.184855063053467,2,7.793358698336125e-28,9.393463029651555e-28,0.829657675101875
5.184855063053467,0,7.793358698336125e-28,,
5.19099098620501,1,1.753111784101608e-156,8.996657103064444e-156,0.19486257662353973
5.19099098620501,2,1.4016603102377947e-27,1.692382869275208e-27,0.8282170280050635
5.19099098620501,0,1.4016603102377947e-27,,
5.197126909356553,1,8.312676442695826e-157,4.267691466728928e-156,0.19478157002449079
5.197126909356553,2,2.491227362674246e-27,3.01310288245732e-27,0.8267979753291859
5.197126909356553,0,2.491227362674246e-27,,
5.203262832508095,1,3.973436655905059e-157,2.0403069809542444e-156,0.1947470009658398
5.203262832508095,2,4.3761844201615795e-27,5.301900030928263e-27,0.8253992709469085
5.203262832508095,0,4.3761844201615795e-27,,
5.209398755659637,1,1.9142198773275593e-157,9.828708945230849e-157,0.19475801837192358
5.209398755659637,2,7.598827505309628e-27,9.221657445248241e-27,0.8240197112532271
5.209398755659637,0,7.598827505309628e-27,,
5.2155346788111805,1,9.292330950292022e-158,4.769852105826897e-157,0.19481381695127237
5.2155346788111805,2,1.304431595841468e-26,1.5856302201363464e-26,0.8226581325684507
5.2155346788111805,0,1.304431595841468e-26,,
5.221670601962723,1,4.544364777811942e-158,2.331476089313975e-157,0.19491363426974273
5.221670601962723,2,2.2139758809491648e-26,2.6956529108545646e-26,0.8213134087234174
5.221670601962723,0,2.2139758809491648e-26,,
5.227806525114265,1,2.238446684079278e-158,1.1475874109344455e-157,0.19505674798720377
5.227806525114265,2,3.715802010868734e-26,4.53155180716326e-26,0.819984448813974
5.227806525114265,0,3.715802010868734e-26,,
5.2339424482658075,1,1.1103392648408715e-158,5.686976027265748e-158,0.19524247324367808
5.2339424482658075,2,6.167509685171248e-26,7.533570566008081e-26,0.8186701951129812
5.2339424482658075,0,6.167509685171248e-26,,
5.240078371417351,1,5.545122872910336e-159,2.8368129783826195e-158,0.19547016018207278
5.240078371417351,2,1.0124941408704725e-25,1.238722500441941e-25,0.8173696211292225
5.240078371417351,0,1.0124941408704725e-25,,
5.246214294568893,1,2.7875655426881196e-159,1.4241223333777032e-158,0.195739191595755
5.246214294568893,2,1.6441703301475753e-25,2.0147128285095412e-25,0.8160817298036026
5.246214294568893,0,1.6441703301475753e-25,,
5.252350217720435,1,1.410295108183422e-159,7.193585517344286e-159,0.19604898069024024
5.252350217720435,2,2.641297876730502e-25,3.24162970022183e-25,0.814805551833929
5.252350217720435,0,2.641297876730502e-25,,
5.2584861408719785,1,7.179249394594723e-160,3.655441488825834e-159,0.19639896894918632
5.2584861408719785,2,4.1980486435149e-25,5.1602230988291745e-25,0.8135401441203993
5.2584861408719785,0,4.1980486435149e-25,,
5.264622064023521,1,3.676595283491494e-160,1.8682966560622925e-159,0.1967886240957287
5.264622064023521,2,6.602051316379782e-25,8.12775646771349e-25,0.8122845883246645
5.264622064023521,0,6.602051316379782e-25,,
5.270757987175063,1,1.893757547331795e-160,9.602383872252795e-160,0.19721743814096285
5.270757987175063,2,1.0274298706456102e-24,1.2668085637189276e-24,0.8110379895360185
5.270757987175063,0,1.0274298706456102e-24,,
5.2768939103266055,1,9.809097244531433e-161,4.961985451911272e-160,0.19768492551208786
5.2768939103266055,2,1.5823647852737307e-24,1.9540205125444874e-24,0.8097994750388808
5.2768939103266055,0,1.5823647852737307e-24,,
5.283029833478149,1,5.108276693693737e-161,2.5774563202781832e-160,0.19819062125337605
5.283029833478149,2,2.4120163010014877e-24,2.9830709658839744e-24,0.8085681931763008
5.283029833478149,0,2.4120163010014877e-24,,
5.289165756629691,1,2.6740853835533803e-161,1.345559550257611e-160,0.19873407929373466
5.289165756629691,2,3.6392343968202794e-24,4.507666492500409e-24,0.80734331230472
5.289165756629691,0,3.6392343968202794e-24,,
5.295301679781233,1,1.4068457761808253e-161,7.0584084905921465e-161,0.1993148707751826
5.295301679781233,2,5.435404487441219e-24,6.742640528871837e-24,0.8061240198356916
5.295301679781233,0,5.435404487441219e-24,,
5.301437602932776,1,7.437089228953087e-162,3.719798513228039e-161,0.19993258243708437
5.301437602932776,2,8.036753402549173e-24,9.984666834308636e-24,0.8049095213606753
5.301437602932776,0,8.036753402549173e-24,,
5.307573526084319,1,3.949659526140356e-162,1.969052415098652e-161,0.20058681505146594
5.307573526084319,2,1.1764955517257991e-23,1.463850886194247e-23,0.8036990398554044
5.307573526084319,0,1.1764955517257991e-23,,
5.313709449235861,1,2.1068386872191636e-162,1.046734988674251e-161,0.20127718190519203
5.313709449235861,2,1.7052727743434992e-23,2.12497217112063e-23,0.8024918149606649
5.313709449235861,0,1.7052727743434992e-23,,
5.3198453723874035,1,1.1285803912419183e-162,5.586940165415138e-162,0.20200330732521085
5.3198453723874035,2,2.4475048825700257e-23,3.054466838955533e-23,0.8012871023366368
5.3198453723874035,0,2.4475048825700257e-23,,
5.325981295538947,1,6.069846681249332e-163,2.9935402622031607e-162,0.20276482524347603
5.325981295538947,2,3.478650968018801e-23,4.347856244414456e-23,0.8000841730882217
5.325981295538947,0,3.478650968018801e-23,,
5.332117218690489,1,3.2770350402495114e-163,1.609851080637086e-162,0.2035613777985384
5.332117218690489,2,4.896507727581973e-23,6.129197813388475e-23,0.7988823132590299
5.332117218690489,0,4.896507727581973e-23,,
5.338253141842031,1,1.7756460317430866e-163,8.687427579910401e-163,0.2043926139711659
5.338253141842031,2,6.826221614058569e-23,8.557585206864977e-23,0.79768082339192
5.338253141842031,0,6.826221614058569e-23,,
5.344389064993574,1,9.654217209926625e-164,4.703450465073819e-163,0.20525818825169884
5.344389064993574,2,9.425884444277143e-23,1.1834441622983962e-22,0.7964790181541729
5.344389064993574,0,9.425884444277143e-23,,
5.350524988145117,1,5.265941985827203e-164,2.5543263580074396e-163,0.2061577593371828
5.350524988145117,2,1.2892599853132382e-22,1.6211473990067666e-22,0.7952762260255503
5.350524988145117,0,1.2892599853132382e-22,,
5.356660911296659,1,2.8810174548757973e-164,1.3911843633477043e-163,0.2070909888566461
5.356660911296659,2,1.7468834446299243e-22,2.199906190755175e-22,0.7940717890476326
5.356660911296659,0,1.7468834446299243e-22,,
5.3627968344482015,1,1.580660002201719e-164,7.597225273670678e-164,0.20805754012319905
5.3627968344482015,2,2.344878254403973e-22,2.9574745627170313e-22,0.7928650626329423
5.3627968344482015,0,2.344878254403973e-22,,
5.368932757599744,1,8.694911107106206e-165,4.159108715926807e-164,0.20905707691193762
5.368932757599744,2,3.1184380575597194e-22,3.939135634986087e-22,0.7916554154324604
5.368932757599744,0,3.1184380575597194e-22,,
5.375068680751287,1,4.794426428059859e-165,2.2820901822481845e-164,0.21008926226292535
5.375068680751287,2,4.109051198487106e-22,5.198420638954009e-22,0.7904422292602127
5.375068680751287,0,4.109051198487106e-22,,
5.381204603902829,1,2.649494662219252e-165,1.2547703133429554e-164,0.21115375730881586
5.381204603902829,2,5.364885344970395e-22,6.797663570000616e-22,0.7892248990736547
5.381204603902829,0,5.364885344970395e-22,,
5.387340527054372,1,1.4670795118424564e-165,6.912028222938656e-165,0.21225022012695516
5.387340527054372,2,6.940973763242886e-22,8.808310671602673e-22,0.7880028330086108
5.387340527054372,0,6.940973763242886e-22,,
5.393476450205915,1,8.137988141025093e-166,3.8138779646166674e-165,0.21337830461607446
5.393476450205915,2,8.899135729222361e-22,1.1310896522396987e-21,0.7867754524675353
5.393476450205915,0,8.899135729222361e-22,,
5.399612373357457,1,4.521276316477224e-166,2.1074511249750548e-165,0.21453765939794883
5.399612373357457,2,1.1307562179200373e-21,1.439459559348534e-21,0.7855421922598446
5.399612373357457,0,1.1307562179200373e-21,,
5.405748296509,1,2.5153164117259118e-166,1.1659669889208106e-165,0.21572792674465208
5.405748296509,2,1.4240001088374946e-21,1.8156261230808596e-21,0.7843025007930425
5.405748296509,0,1.4240001088374946e-21,,
5.411884219660542,1,1.400934760869084e-166,6.45744589700964e-166,0.21694874153228894
5.411884219660542,2,1.7774486165325008e-21,2.2698874397275923e-21,0.7830558403133027
5.411884219660542,0,1.7774486165325008e-21,,
5.418020142812085,1,7.809840612201323e-167,3.579216438188925e-166,0.21819973022232445
5.418020142812085,2,2.199156792153508e-21,2.812934313363171e-21,0.7818016871941013
5.418020142812085,0,2.199156792153508e-21,,
5.424156065963627,1,4.3568214724201954e-167,1.985060757770149e-166,0.21948050987186327
5.424156065963627,2,2.6972028243408695e-21,3.455562098811186e-21,0.7805395322714027
5.424156065963627,0,2.6972028243408695e-21,,
5.43029198911517,1,2.4316671965101872e-167,1.1013450012902298e-166,0.22079068717445308
5.43029198911517,2,3.2794087933716947e-21,4.2083148350818415e-21,0.7792688812237876
5.43029198911517,0,3.2794087933716947e-21,,
5.436427912266713,1,1.3575248636850168e-167,6.111402036451299e-167,0.22212985753319694
5.436427912266713,2,3.95301503337786e-21,5.0810663617703435e-21,0.7779892549957863
5.436427912266713,0,3.95301503337786e-21,,
5.442563835418255,1,7.578832163652828e-168,3.3910127098948854e-167,0.22349760416815884
5.442563835418255,2,4.724316144428203e-21,6.082547942767095e-21,0.7767001902625364
5.442563835418255,0,4.724316144428203e-21,,
5.448699758569798,1,4.2302712936790405e-168,1.8810109430527695e-167,0.2248934972602318
5.448699758569798,2,5.598270564277372e-21,7.219837003041032e-21,0.7754012399337205
5.448699758569798,0,5.598270564277372e-21,,
5.45483568172134,1,2.3601804470371633e-168,1.042864422813051e-167,0.22631709313380816
5.45483568172134,2,6.578099332006473e-21,8.497826557496408e-21,0.7740919736945635
5.45483568172134,0,6.578099332006473e-21,,
5.460971604872883,1,1.3159273178417163e-168,5.777491579836263e-168,0.22776793348074606
5.460971604872883,2,7.664892933807656e-21,9.918699365726866e-21,0.7727719785814835
5.460971604872883,0,7.664892933807656e-21,,
5.4671075280244255,1,7.330371402075758e-169,3.197606921418027e-168,0.229245544628262
5.4671075280244255,2,8.857247585281318e-21,1.148143435128806e-20,0.7714408595897825
5.4671075280244255,0,8.857247585281318e-21,,
5.473243451175968,1,4.0787223477847466e-169,1.7675979640090637e-168,0.23074943685349436
5.473243451175968,2,1.0150953664535335e-20,1.318137496385109e-20,0.7700982403105554
5.473243451175968,0,1.0150953664535335e-20,,
5.47937937432751,1,2.2663247103078048e-169,9.756903112432645e-169,0.23227910374757757
5.47937937432751,2,1.1538759007815332e-20,1.5009889581247677e-20,0.768743763593775
5.47937937432751,0,1.1538759007815332e-20,,
5.485515297479053,1,1.2572300257600024e-169,5.376591554063301e-169,0.23383402163213687
5.485515297479053,2,1.3010228239098102e-20,1.6954152490033e-20,0.7673770922342801
5.485515297479053,0,1.3010228239098102e-20,,
5.491651220630596,1,6.961387820638398e-170,2.9570875984837324e-169,0.23541364903115816
5.491651220630596,2,1.4551716162039843e-20,1.8997070329046627e-20,0.7659979096771667
5.491651220630596,0,1.4551716162039843e-20,,
5.497787143782138,1,3.8464343828252814e-170,1.6228487687483439e-169,0.2370174262012057
5.497787143782138,2,1.6146468560123346e-20,2.1117373175087095e-20,0.7646059207388494
5.497787143782138,0,1.6146468560123346e-20,,
5.503923066933681,1,2.1202852476356538e-170,8.884691693321859e-170,0.2386447747229493
5.503923066933681,2,1.777485772795497e-20,2.328988191438825e-20,0.7632008523398243
5.503923066933681,0,1.777485772795497e-20,,
5.5100589900852235,1,1.1657217748547294e-170,4.8512091534413365e-170,0.24029509715692077
5.5100589900852235,2,1.9414753022310277e-20,2.5485954571575882e-20,0.7617824542449461
5.5100589900852235,0,1.9414753022310277e-20,,
5.516194913236766,1,6.39073106250824e-171,2.641149638978321e-170,0.2419677767663469
5.516194913236766,2,2.104201911525739e-20,2.7674104403960987e-20,0.7603504998068031
